HOG	OG	Gene Tree Parent Clade	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125.1_protein	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515.1_protein	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235.1_protein	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135.1_protein
N0.HOG0001639	OG0001597	n0		WP_009545517.1	WP_012596840.1, WP_012597001.1			WP_197715882.1
N0.HOG0001640	OG0001598	n0		WP_009545547.1	WP_012595695.1, WP_012596563.1			WP_172581997.1
N0.HOG0001641	OG0001599	n0		WP_009545553.1	WP_012595540.1		WP_044107183.1	WP_119260412.1
N0.HOG0001642	OG0001600	n0		WP_009545565.1	WP_012594641.1		WP_044107093.1	WP_119260481.1
N0.HOG0001643	OG0001601	n0		WP_009545569.1	WP_012596874.1		WP_044107509.1	WP_119260887.1
N0.HOG0001644	OG0001602	n0		WP_009545575.1	WP_012595824.1		WP_044106820.1	WP_119260732.1
N0.HOG0001645	OG0001603	n0		WP_009545589.1	WP_012595163.1		WP_044106638.1	WP_119260870.1
N0.HOG0001646	OG0001604	n0		WP_009545590.1	WP_012594701.1		WP_044107275.1	WP_119260336.1
N0.HOG0001647	OG0001605	n0		WP_009545592.1	WP_012593775.1		WP_044106515.1	WP_119260040.1
N0.HOG0001648	OG0001606	n0		WP_009545595.1	WP_012594387.1		WP_044107146.1	WP_119260438.1
N0.HOG0001649	OG0001607	n0		WP_009545623.1	WP_012596605.1		WP_044107655.1	WP_119260667.1
N0.HOG0001650	OG0001608	n0		WP_009545658.1	WP_012594677.1		WP_044106931.1	WP_119260627.1
N0.HOG0001651	OG0001609	n0		WP_009545669.1	WP_012594590.1		WP_171816377.1	WP_232014552.1
N0.HOG0001652	OG0001610	n0		WP_009545682.1	WP_015957294.1		WP_044107318.1	WP_119260301.1
N0.HOG0001653	OG0001611	n0		WP_009545707.1	WP_015957407.1		WP_044106067.1	WP_119259695.1
N0.HOG0001654	OG0001612	n0		WP_009545710.1	WP_012594711.1		WP_044107549.1	WP_119259589.1
N0.HOG0001655	OG0001613	n0		WP_009545714.1	WP_012594628.1		WP_044107394.1	WP_119260231.1
N0.HOG0001656	OG0001614	n0		WP_009545723.1	WP_012594181.1		WP_044106724.1	WP_119260809.1
N0.HOG0001657	OG0001615	n0		WP_009545724.1, WP_009547017.1	WP_012595512.1, WP_012596227.1			
N0.HOG0001658	OG0001616	n0		WP_009545726.1	WP_241392579.1		WP_044106485.1	WP_119260013.1
N0.HOG0001659	OG0001617	n0		WP_009545752.1	WP_012593469.1		WP_171816423.1	WP_172582078.1
N0.HOG0001660	OG0001618	n0		WP_009545760.1, WP_009547025.1	WP_015957286.1, WP_012594841.1			
N0.HOG0001661	OG0001619	n0		WP_009545769.1	WP_012594653.1		WP_044105999.1	WP_119259638.1
N0.HOG0001662	OG0001620	n0		WP_009545782.1	WP_015957289.1, WP_012596372.1, WP_012594111.1			
N0.HOG0001663	OG0001621	n0		WP_009545789.1	WP_012595850.1		WP_044107338.1	WP_119260280.1
N0.HOG0001664	OG0001622	n0		WP_009545801.1	WP_015957324.1		WP_232509884.1	WP_119260428.1
N0.HOG0001665	OG0001623	n0		WP_009545817.1	WP_012593845.1, WP_012593991.1, WP_012593994.1			
N0.HOG0001666	OG0001624	n0		WP_009545839.1	WP_012594722.1		WP_044105730.1	WP_119259389.1
N0.HOG0001667	OG0001625	n0		WP_009545847.1	WP_012594065.1, WP_012596934.1, WP_012595803.1			
N0.HOG0001668	OG0001626	n0		WP_009545854.1	WP_012596020.1		WP_044106531.1	WP_119260050.1
N0.HOG0001669	OG0001627	n0		WP_009545856.1, WP_009546913.1, WP_009546441.1	WP_012593010.1			
N0.HOG0001670	OG0001628	n0		WP_009545858.1	WP_012596861.1		WP_044106732.1	WP_119260801.1
N0.HOG0001671	OG0001629	n0		WP_009545861.1	WP_012596921.1		WP_044107465.1	WP_119260180.1
N0.HOG0001672	OG0001630	n0		WP_009545874.1	WP_012594573.1		WP_232509910.1	WP_119259986.1
N0.HOG0001673	OG0001631	n0		WP_009545884.1	WP_012595873.1		WP_044106649.1	WP_119260856.1
N0.HOG0001674	OG0001632	n0		WP_009545885.1	WP_012595872.1		WP_044106650.1	WP_119260855.1
N0.HOG0001675	OG0001633	n0		WP_024750141.1, WP_009545895.1	WP_012596962.1			WP_119259729.1
N0.HOG0001676	OG0001634	n0		WP_009545907.1	WP_012596936.1		WP_044105929.1	WP_119259568.1
N0.HOG0001677	OG0001635	n0		WP_009545918.1, WP_009548010.1, WP_009547434.1	WP_012596754.1			
N0.HOG0001678	OG0001636	n0		WP_009545928.1	WP_012593788.1		WP_044107303.1	WP_119260315.1
N0.HOG0001679	OG0001637	n0		WP_009545961.1	WP_012595501.1		WP_044106645.1	WP_119260864.1
N0.HOG0001680	OG0001638	n0		WP_009545977.1	WP_012596690.1		WP_232509904.1	WP_119260913.1
N0.HOG0001681	OG0001639	n0		WP_009545978.1	WP_012596023.1		WP_044105951.1	WP_232014551.1
N0.HOG0001682	OG0001640	n0		WP_009546030.1	WP_012596920.1		WP_044105803.1	WP_119259440.1
N0.HOG0001683	OG0001641	n0		WP_009546032.1	WP_012596843.1, WP_012595617.1, WP_015957354.1			
N0.HOG0001684	OG0001642	n0		WP_009546034.1	WP_012593506.1		WP_044107057.1	WP_119260523.1
N0.HOG0001685	OG0001643	n0		WP_009546042.1	WP_012595807.1		WP_044107434.1	WP_119260204.1
N0.HOG0001686	OG0001644	n0		WP_009546046.1, WP_009546482.1	WP_012594729.1, WP_012595254.1			
N0.HOG0001687	OG0001645	n0		WP_009546049.1	WP_012594917.1		WP_044106511.1	WP_119260036.1
N0.HOG0001688	OG0001646	n0		WP_009546059.1	WP_012596368.1		WP_044105860.1	WP_119259499.1
N0.HOG0001689	OG0001647	n0		WP_009546060.1	WP_012596369.1		WP_044105859.1	WP_172582007.1
N0.HOG0001690	OG0001648	n0		WP_009546066.1	WP_012596305.1		WP_044106436.1	WP_119259977.1
N0.HOG0001691	OG0001649	n0		WP_009546072.1	WP_012595647.1		WP_044105749.1	WP_119259399.1
N0.HOG0001692	OG0001650	n0		WP_009546075.1	WP_012595709.1		WP_044106995.1	WP_119260576.1
N0.HOG0001693	OG0001651	n0		WP_009546076.1	WP_012596158.1		WP_195910196.1	WP_172582109.1
N0.HOG0001694	OG0001652	n0		WP_009546077.1	WP_012596160.1		WP_044107538.1	WP_119260906.1
N0.HOG0001695	OG0001653	n0		WP_009546124.1	WP_012594472.1		WP_044105795.1	WP_119259429.1
N0.HOG0001696	OG0001654	n0		WP_009546128.1	WP_012595332.1		WP_044105843.1	WP_119259481.1
N0.HOG0001697	OG0001655	n0		WP_009546131.1	WP_012595326.1		WP_044105844.1	WP_119259482.1
N0.HOG0001698	OG0001656	n0		WP_009546132.1, WP_024750349.1	WP_012595064.1, WP_012597112.1			
N0.HOG0001699	OG0001657	n0		WP_009546138.1, WP_009546139.1	WP_012593689.1, WP_012593690.1			
N0.HOG0001700	OG0001658	n0		WP_009546163.1, WP_009547224.1	WP_012593595.1, WP_012594086.1			
N0.HOG0001701	OG0001659	n0		WP_009546812.1, WP_009546349.1	WP_012596935.1		WP_171816360.1	
N0.HOG0001702	OG0001660	n0		WP_009547888.1, WP_009546434.1	WP_012597290.1, WP_012593093.1			
N0.HOG0001703	OG0001661	n0		WP_009546447.1	WP_015957409.1		WP_044106810.1	WP_119260743.1
N0.HOG0001704	OG0001662	n0		WP_009546453.1	WP_012596355.1		WP_044106459.1	WP_119259988.1
N0.HOG0001705	OG0001663	n0		WP_009546480.1	WP_012596313.1		WP_044106909.1	WP_119260648.1
N0.HOG0001706	OG0001664	n0		WP_009546483.1	WP_012594536.1		WP_044106688.1	WP_119260828.1
N0.HOG0001707	OG0001665	n0		WP_009546484.1	WP_012596439.1		WP_044106788.1	WP_119260763.1
N0.HOG0001708	OG0001666	n0		WP_009546497.1	WP_012594116.1		WP_044107429.1	WP_119260207.1
N0.HOG0001709	OG0001667	n0		WP_009546503.1	WP_012593694.1		WP_044107119.1	WP_119260459.1
N0.HOG0001710	OG0001668	n0		WP_009546508.1, WP_009547372.1	WP_012594935.1, WP_012594607.1			
N0.HOG0001711	OG0001669	n0		WP_009546512.1	WP_015957322.1		WP_232509840.1	WP_119259530.1
N0.HOG0001712	OG0001670	n0		WP_009546514.1	WP_012594449.1		WP_044106174.1	WP_119259781.1
N0.HOG0001713	OG0001671	n0		WP_009546525.1	WP_041229698.1		WP_044106973.1	WP_119260589.1
N0.HOG0001714	OG0001672	n0		WP_009546538.1	WP_012597011.1		WP_044106352.1	WP_119259910.1
N0.HOG0001715	OG0001673	n0		WP_009546552.1	WP_012596751.1		WP_084220173.1	WP_119259634.1
N0.HOG0001716	OG0001674	n0		WP_009546561.1	WP_012595729.1		WP_044105618.1	WP_119259303.1
N0.HOG0001717	OG0001675	n0		WP_009546566.1	WP_012596451.1		WP_044107304.1	WP_119260314.1
N0.HOG0001718	OG0001676	n0		WP_009546612.1	WP_012595820.1		WP_044106981.1	WP_119260586.1
N0.HOG0001719	OG0001677	n0		WP_009546626.1	WP_015785161.1, WP_012594011.1			WP_119259341.1
N0.HOG0001720	OG0001678	n0		WP_009546628.1	WP_012595092.1		WP_044107042.1	WP_119261013.1
N0.HOG0001721	OG0001679	n0		WP_009546632.1	WP_012595097.1		WP_044107037.1	WP_119260540.1
N0.HOG0001722	OG0001680	n0		WP_009546646.1	WP_012595110.1		WP_044107026.1	WP_119260551.1
N0.HOG0001723	OG0001681	n0		WP_009546653.1	WP_012595117.1		WP_044107018.1	WP_119260558.1
N0.HOG0001724	OG0001682	n0		WP_009546656.1	WP_012595120.1		WP_044107013.1	WP_119260562.1
N0.HOG0001725	OG0001683	n0		WP_009546670.1	WP_015957389.1		WP_044107650.1	WP_119261026.1
N0.HOG0001726	OG0001684	n0		WP_009546679.1	WP_012596878.1		WP_044105571.1	WP_119259277.1
N0.HOG0001727	OG0001685	n0		WP_009546680.1	WP_012593545.1		WP_044105821.1	WP_232014590.1
N0.HOG0001728	OG0001686	n0		WP_009546703.1	WP_012595810.1		WP_044106354.1	WP_232014575.1
N0.HOG0001729	OG0001687	n0		WP_009546717.1	WP_015785212.1		WP_171816373.1	WP_232014550.1
N0.HOG0001730	OG0001688	n0		WP_009546725.1	WP_012595353.1		WP_044105717.1	WP_119259380.1
N0.HOG0001731	OG0001689	n0		WP_009546726.1	WP_012595354.1		WP_232509827.1	WP_119259379.1
N0.HOG0001732	OG0001690	n0		WP_009546728.1	WP_012596880.1		WP_044105865.1	WP_119259506.1
N0.HOG0001733	OG0001691	n0		WP_009546743.1	WP_012593822.1		WP_044107233.1	WP_119260369.1
N0.HOG0001734	OG0001692	n0		WP_243397437.1, WP_009546755.1, WP_012361537.1	WP_012596577.1			
N0.HOG0001735	OG0001693	n0		WP_009546763.1	WP_012595390.1		WP_044106800.1	WP_172582087.1
N0.HOG0001736	OG0001694	n0		WP_009546775.1	WP_012594047.1		WP_044106837.1	WP_119260713.1
N0.HOG0001737	OG0001695	n0		WP_009546776.1	WP_012594046.1		WP_044105970.1	WP_119259608.1
N0.HOG0001738	OG0001696	n0		WP_009546794.1	WP_012596742.1, WP_012596895.1, WP_015785370.1			
N0.HOG0001739	OG0001697	n0		WP_009546795.1	WP_012596894.1, WP_015785371.1, WP_012596743.1			
N0.HOG0001740	OG0001698	n0		WP_009546801.1	WP_012594830.1		WP_044105635.1	WP_119259322.1
N0.HOG0001741	OG0001699	n0		WP_009546806.1	WP_015785347.1		WP_044106960.1	WP_119260602.1
N0.HOG0001742	OG0001700	n0		WP_009546808.1	WP_012593541.1		WP_044105817.1	WP_119259456.1
N0.HOG0001743	OG0001701	n0		WP_009546873.1	WP_012594342.1		WP_044106275.1	WP_119259845.1
N0.HOG0001744	OG0001702	n0		WP_009546879.1	WP_012596166.1		WP_044106182.1	WP_119259788.1
N0.HOG0001745	OG0001703	n0		WP_009546882.1	WP_012594819.1		WP_044106674.1	WP_119260836.1
N0.HOG0001746	OG0001704	n0		WP_009546954.1	WP_012595799.1		WP_044106425.1	WP_232014577.1
N0.HOG0001747	OG0001705	n0		WP_009546964.1	WP_012594506.1		WP_044105519.1	WP_119260132.1
N0.HOG0001748	OG0001706	n0		WP_009546968.1	WP_012596603.1		WP_044106885.1	WP_119260669.1
N0.HOG0001749	OG0001707	n0		WP_009546973.1	WP_012593720.1		WP_044106580.1	WP_119260086.1
N0.HOG0001750	OG0001708	n0		WP_009546977.1	WP_012595335.1		WP_044105841.1	WP_119259479.1
N0.HOG0001751	OG0001709	n0		WP_009546980.1	WP_012593885.1		WP_044106949.1	WP_119260612.1
N0.HOG0001752	OG0001710	n0		WP_009547338.1, WP_009546989.1	WP_012596673.1			WP_232014605.1
N0.HOG0001753	OG0001711	n0		WP_009546995.1	WP_012594316.1		WP_044107502.1	WP_119260173.1
N0.HOG0001754	OG0001712	n0		WP_009547012.1, WP_009547411.1	WP_012596452.1			WP_119259823.1
N0.HOG0001755	OG0001713	n0		WP_009547020.1	WP_012597190.1		WP_044106769.1	WP_119260772.1
N0.HOG0001756	OG0001714	n0		WP_009547087.1	WP_012594463.1		WP_044106594.1	WP_119260102.1
N0.HOG0001757	OG0001715	n0		WP_009547103.1	WP_012593830.1		WP_044106320.1	WP_119259883.1
N0.HOG0001758	OG0001716	n0		WP_009547106.1	WP_012597129.1		WP_044107676.1	WP_119261006.1
N0.HOG0001759	OG0001717	n0		WP_009547107.1	WP_012595818.1		WP_044106149.1	WP_232014558.1
N0.HOG0001760	OG0001718	n0		WP_009547110.1	WP_012595554.1		WP_044106319.1	WP_119259882.1
N0.HOG0001761	OG0001719	n0		WP_009547113.1	WP_012597193.1		WP_044106961.1	WP_119260601.1
N0.HOG0001762	OG0001720	n0		WP_009547126.1	WP_012594530.1		WP_044105857.1	WP_119259498.1
N0.HOG0001763	OG0001721	n0		WP_009547128.1	WP_012595575.1		WP_044106911.1	WP_119260645.1
N0.HOG0001764	OG0001722	n0		WP_009547133.1	WP_015785200.1, WP_015785199.1, WP_012594488.1			
N0.HOG0001765	OG0001723	n0		WP_009547138.1	WP_015785271.1		WP_044106388.1	WP_119259940.1
N0.HOG0001766	OG0001724	n0		WP_009547149.1	WP_012597119.1		WP_171816429.1	WP_172582070.1
N0.HOG0001767	OG0001725	n0		WP_009547153.1	WP_012594874.1		WP_044107239.1	WP_119260993.1
N0.HOG0001768	OG0001726	n0		WP_009547179.1	WP_012594899.1		WP_044106648.1	WP_119260858.1
N0.HOG0001769	OG0001727	n0		WP_009547193.1	WP_012596693.1		WP_044106334.1	WP_119259894.1
N0.HOG0001770	OG0001728	n0		WP_009547203.1	WP_012593574.1		WP_044105948.1	WP_119259585.1
N0.HOG0001771	OG0001729	n0		WP_009547204.1	WP_015957297.1		WP_044107559.1	WP_119260918.1
N0.HOG0001772	OG0001730	n0		WP_009547208.1	WP_012596686.1		WP_044107388.1	WP_119260238.1
N0.HOG0001773	OG0001731	n0		WP_009547209.1	WP_012596687.1		WP_044107386.1	WP_119260239.1
N0.HOG0001774	OG0001732	n0		WP_009547211.1	WP_012596723.1		WP_044106614.1	WP_119260884.1
N0.HOG0001775	OG0001733	n0		WP_009547214.1	WP_012594662.1		WP_044106547.1	WP_119260061.1
N0.HOG0001776	OG0001734	n0		WP_009547228.1	WP_012593980.1		WP_044106811.1	WP_119260742.1
N0.HOG0001777	OG0001735	n0		WP_009547265.1	WP_012595397.1		WP_044107067.1	WP_119260514.1
N0.HOG0001778	OG0001736	n0		WP_009547328.1	WP_012595412.1		WP_044106975.1	WP_119260591.1
N0.HOG0001779	OG0001737	n0		WP_009547329.1	WP_012594169.1		WP_044106943.1	WP_119260619.1
N0.HOG0001780	OG0001738	n0		WP_009547341.1	WP_012594317.1		WP_044105781.1	WP_119259420.1
N0.HOG0001781	OG0001739	n0		WP_009547343.1	WP_015785119.1		WP_044106006.1	WP_119259644.1
N0.HOG0001782	OG0001740	n0		WP_009547344.1	WP_015785120.1		WP_044106005.1	WP_119259643.1
N0.HOG0001783	OG0001741	n0		WP_009547348.1	WP_012595560.1		WP_044107359.1	WP_119260261.1
N0.HOG0001784	OG0001742	n0		WP_009547356.1	WP_012593517.1		WP_044106268.1	WP_119259842.1
N0.HOG0001785	OG0001743	n0		WP_009547363.1	WP_012594100.1		WP_044106773.1	WP_119260770.1
N0.HOG0001786	OG0001744	n0		WP_009547368.1	WP_012595341.1		WP_044106584.1	WP_119260089.1
N0.HOG0001787	OG0001745	n0		WP_009547378.1	WP_012595732.1		WP_052470610.1	WP_119259655.1
N0.HOG0001788	OG0001746	n0		WP_009547387.1	WP_041229594.1		WP_044107172.1	WP_119260418.1
N0.HOG0001789	OG0001747	n0		WP_009547394.1	WP_015785400.1		WP_044107153.1	WP_119260436.1
N0.HOG0001790	OG0001748	n0		WP_009547408.1	WP_012596928.1		WP_044106244.1	WP_119259829.1
N0.HOG0001791	OG0001749	n0		WP_009547419.1	WP_012597095.1		WP_044106806.1	WP_119260745.1
N0.HOG0001792	OG0001750	n0		WP_009547420.1	WP_012597096.1		WP_044106805.1	WP_119260746.1
N0.HOG0001793	OG0001751	n0		WP_009547425.1	WP_015785126.1		WP_044107248.1	WP_119260353.1
N0.HOG0001794	OG0001752	n0		WP_009547433.1, WP_009547437.1	WP_012593555.1, WP_012594759.1			
N0.HOG0001795	OG0001753	n0		WP_009547450.1	WP_012594598.1		WP_044106573.1	WP_119260077.1
N0.HOG0001796	OG0001754	n0		WP_009547456.1	WP_012595069.1		WP_044106652.1	WP_119260853.1
N0.HOG0001797	OG0001755	n0		WP_009547465.1	WP_012596790.1		WP_044106404.1	WP_119259956.1
N0.HOG0001798	OG0001756	n0		WP_009547508.1	WP_012595586.1		WP_171816418.1	WP_119261028.1
N0.HOG0001799	OG0001757	n0		WP_009547509.1	WP_203427743.1		WP_044107649.1	WP_119261029.1
N0.HOG0001800	OG0001758	n0		WP_009547593.1	WP_012594016.1		WP_232509869.1	WP_119260738.1
N0.HOG0001801	OG0001759	n0		WP_009547594.1	WP_012594017.1		WP_044106815.1	WP_119260739.1
N0.HOG0001802	OG0001760	n0		WP_009547595.1	WP_012594018.1		WP_044106814.1	WP_119260740.1
N0.HOG0001803	OG0001761	n0		WP_009547602.1	WP_203427712.1		WP_044107595.1	WP_119259861.1
N0.HOG0001804	OG0001762	n0		WP_009547616.1	WP_012596157.1		WP_044105869.1	WP_119259510.1
N0.HOG0001805	OG0001763	n0		WP_009547636.1	WP_203427685.1		WP_044105789.1	WP_119259424.1
N0.HOG0001806	OG0001764	n0		WP_009547652.1	WP_012593931.1		WP_232509890.1	WP_232014480.1
N0.HOG0001807	OG0001765	n0		WP_009547669.1	WP_012595931.1		WP_044106552.1	WP_119260064.1
N0.HOG0001808	OG0001766	n0		WP_009547673.1	WP_012593912.1		WP_044106451.1	WP_119259983.1
N0.HOG0001809	OG0001767	n0		WP_009547674.1	WP_012593911.1		WP_044106453.1	WP_119259984.1
N0.HOG0001810	OG0001768	n0		WP_009547694.1	WP_012595630.1		WP_044106626.1	WP_232014527.1
N0.HOG0001811	OG0001769	n0		WP_009547700.1	WP_012595598.1		WP_044105785.1	WP_119260899.1
N0.HOG0001812	OG0001770	n0		WP_009547755.1	WP_012594302.1		WP_044106681.1	WP_119260831.1
N0.HOG0001813	OG0001771	n0		WP_009547759.1	WP_012595004.1		WP_171816436.1	WP_172582060.1
N0.HOG0001814	OG0001772	n0		WP_009547763.1	WP_012595295.1		WP_044107399.1	WP_119260226.1
N0.HOG0001815	OG0001773	n0		WP_009547774.1	WP_012595969.1, WP_012595967.1, WP_012594141.1			
N0.HOG0001816	OG0001774	n0		WP_009547808.1	WP_012594266.1		WP_044105624.1	WP_119259310.1
N0.HOG0001817	OG0001775	n0		WP_009547809.1	WP_012595734.1		WP_044106118.1	WP_119259734.1
N0.HOG0001818	OG0001776	n0		WP_009547821.1			WP_171816441.1, WP_171816442.1	WP_232014476.1
N0.HOG0001819	OG0001777	n0		WP_009547826.1	WP_012596692.1		WP_044106335.1	WP_119259895.1
N0.HOG0001820	OG0001778	n0		WP_009547913.1	WP_012593475.1		WP_044106952.1	WP_119260609.1
N0.HOG0001821	OG0001779	n0		WP_009547915.1	WP_012594801.1		WP_044106017.1	WP_119259653.1
N0.HOG0001822	OG0001780	n0		WP_009547916.1	WP_012594799.1		WP_044105931.1	WP_119259570.1
N0.HOG0001823	OG0001781	n0		WP_009547921.1	WP_012597206.1		WP_044106486.1	WP_119260015.1
N0.HOG0001824	OG0001782	n0		WP_009548016.1	WP_012594525.1		WP_044107064.1	WP_119260517.1
N0.HOG0001825	OG0001783	n0		WP_009548018.1	WP_012595195.1		WP_044105455.1	WP_119260158.1
N0.HOG0001826	OG0001784	n0		WP_012361328.1	WP_012597158.1		WP_044106686.1	WP_119260829.1
N0.HOG0001827	OG0001785	n0		WP_012361382.1	WP_012596211.1		WP_044106280.1	WP_119259848.1
N0.HOG0001828	OG0001786	n0		WP_012361474.1	WP_012594676.1		WP_044105633.1	WP_172581999.1
N0.HOG0001829	OG0001787	n0		WP_012361763.1	WP_012597274.1		WP_044107491.1	WP_119260977.1
N0.HOG0001830	OG0001788	n0		WP_012361771.1	WP_012594652.1		WP_044105998.1	WP_119259637.1
N0.HOG0001831	OG0001789	n0		WP_012361913.1	WP_012594724.1		WP_044107693.1	WP_119260987.1
N0.HOG0001832	OG0001790	n0		WP_012361925.1	WP_012595019.1		WP_084220191.1	WP_119260113.1
N0.HOG0001833	OG0001791	n0		WP_012362008.1	WP_012595562.1		WP_044107361.1	WP_119260259.1
N0.HOG0001834	OG0001792	n0		WP_012362013.1	WP_241392625.1		WP_232509867.1	WP_232014516.1
N0.HOG0001835	OG0001793	n0		WP_012362110.1	WP_012594570.1		WP_044106292.1	WP_119259862.1
N0.HOG0001836	OG0001794	n0		WP_012362124.1		WP_229636908.1	WP_044106332.1	WP_119259893.1
N0.HOG0001837	OG0001795	n0		WP_012362144.1	WP_012597154.1, WP_012593038.1, WP_015785133.1			
N0.HOG0001838	OG0001796	n0		WP_012362190.1	WP_012596809.1		WP_070104596.1	WP_119259294.1
N0.HOG0001839	OG0001797	n0		WP_012362234.1	WP_012596012.1		WP_044107228.1	WP_232014484.1
N0.HOG0001840	OG0001798	n0		WP_024750127.1	WP_012595531.1		WP_044106144.1	WP_119259755.1
N0.HOG0001841	OG0001799	n0		WP_024750131.1	WP_012596753.1		WP_044107369.1	WP_119260251.1
N0.HOG0001842	OG0001800	n0		WP_024750183.1	WP_012595869.1		WP_044105629.1	WP_119259316.1
N0.HOG0001843	OG0001801	n0		WP_024750206.1	WP_012595727.1		WP_044105619.1	WP_119259304.1
N0.HOG0001844	OG0001802	n0		WP_024750221.1	WP_012596202.1		WP_044106932.1	WP_119260626.1
N0.HOG0001845	OG0001803	n0		WP_024750224.1	WP_012597034.1		WP_044106954.1	WP_119260607.1
N0.HOG0001846	OG0001804	n0		WP_024750246.1	WP_012596473.1, WP_012593385.1, WP_012594798.1			
N0.HOG0001847	OG0001805	n0		WP_024750274.1	WP_015785097.1		WP_044105547.1	WP_119260122.1
N0.HOG0001848	OG0001806	n0		WP_024750306.1	WP_012593894.1		WP_044105913.1	WP_119259553.1
N0.HOG0001849	OG0001807	n0		WP_024750307.1	WP_012595894.1		WP_044107683.1	WP_119260997.1
N0.HOG0001850	OG0001808	n0		WP_024750311.1	WP_012595082.1		WP_232509880.1	WP_232014488.1
N0.HOG0001851	OG0001809	n0		WP_024750322.1	WP_012596319.1, WP_012593089.1, WP_012593090.1			
N0.HOG0001852	OG0001810	n0		WP_024750343.1	WP_012596094.1		WP_044105866.1	WP_119259508.1
N0.HOG0001853	OG0001811	n0		WP_024750352.1	WP_012597164.1		WP_044107292.1	WP_119260323.1
N0.HOG0001854	OG0001812	n0		WP_035857537.1	WP_012595257.1		WP_044106557.1	WP_119260067.1
N0.HOG0001855	OG0001813	n0		WP_049769500.1	WP_012595468.1, WP_012594727.1			WP_119260798.1
N0.HOG0001856	OG0001814	n0		WP_071818235.1	WP_012595784.1		WP_044106593.1	WP_119260100.1
N0.HOG0001857	OG0001815	n0		WP_198019416.1	WP_012593523.1		WP_171816390.1	WP_119259844.1
N0.HOG0001858	OG0001816	n0		WP_198019431.1	WP_012596256.1		WP_044105916.1	WP_119259557.1
N0.HOG0001859	OG0001817	n0		WP_243397332.1	WP_015785127.1		WP_232509886.1	WP_232014482.1
N0.HOG0001860	OG0001818	n0		WP_243397347.1	WP_012594604.1		WP_044106408.1	WP_119259959.1
N0.HOG0001861	OG0001819	n0		WP_243397361.1, WP_243397451.1	WP_012594779.1		WP_145972227.1	
N0.HOG0001862	OG0001820	n0		WP_243397384.1	WP_241392570.1		WP_044107580.1	WP_232014561.1
N0.HOG0001863	OG0001821	n0		WP_243397412.1	WP_241392720.1, WP_015785369.1, WP_012596896.1			
N0.HOG0001864	OG0001822	n0		WP_243397420.1	WP_012594732.1		WP_145972255.1	WP_172582061.1
N0.HOG0001865	OG0001823	n0		WP_243397433.1	WP_012596246.1, WP_012596241.1, WP_012595504.1			
N0.HOG0001866	OG0001824	n0			WP_012596814.1, WP_012593102.1, WP_015957376.1, WP_241392549.1			
N0.HOG0001867	OG0001825	n0			WP_012593679.1, WP_012596083.1, WP_012594377.1, WP_012596674.1			
N0.HOG0001868	OG0001826	n0			WP_012594766.1, WP_012594120.1, WP_241392652.1, WP_015957356.1			
N0.HOG0001869	OG0001827	n0			WP_012594855.1, WP_241392560.1, WP_012594733.1, WP_241392561.1			
N0.HOG0001870	OG0001828	n0			WP_012596230.1, WP_012596228.1, WP_012595510.1, WP_012596238.1			
N0.HOG0001871	OG0001829	n0			WP_012595626.1		WP_145972241.1	WP_232014513.1, WP_232014511.1
N0.HOG0001872	OG0001830	n0			WP_012596268.1, WP_012596269.1, WP_012596271.1, WP_012596267.1			
N0.HOG0001873	OG0001831	n0			WP_041229853.1, WP_041230015.1, WP_049769556.1, WP_041229874.1			
N0.HOG0001874	OG0001832	-	WP_012953514.1	WP_009544216.1		WP_229637543.1		
N0.HOG0001875	OG0001833	-	WP_012953685.1		WP_012593939.1	WP_229637647.1		
N0.HOG0001876	OG0001834	-	WP_012953869.1	WP_009545118.1		WP_040054231.1		
N0.HOG0001877	OG0001835	-	WP_012953942.1	WP_008275886.1	WP_203427678.1			
N0.HOG0001878	OG0001836	-	WP_012954321.1, WP_012954323.1			WP_229637282.1		
N0.HOG0001879	OG0001837	-	WP_012954385.1	WP_009547160.1		WP_229637329.1		
N0.HOG0001880	OG0001838	-	WP_012954442.1	WP_009544611.1		WP_040054563.1		
N0.HOG0001881	OG0001839	-	WP_012954537.1	WP_243397461.1		WP_229637432.1		
N0.HOG0001882	OG0001840	-	WP_012954623.1	WP_009543961.1		WP_229637486.1		
N0.HOG0001883	OG0001841	-	WP_261330633.1	WP_009547159.1		WP_040054612.1		
N0.HOG0001884	OG0001842	-		WP_007305034.1	WP_012596056.1			WP_119260057.1
N0.HOG0001885	OG0001843	-		WP_008277098.1	WP_012596312.1			WP_119261021.1
N0.HOG0001886	OG0001844	-		WP_009543530.1, WP_009543029.1	WP_012596133.1			
N0.HOG0001887	OG0001845	-		WP_009544807.1, WP_009545378.1, WP_009543031.1				
N0.HOG0001888	OG0001846	-		WP_009543037.1	WP_012596074.1		WP_171816392.1	
N0.HOG0001889	OG0001847	-		WP_009543039.1	WP_012594470.1			WP_119260900.1
