Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA.gbff,Crocosphaera_subtropica_ATCC_51142.gbff,Rippkaea_orientalis_PCC_8801.gbff,cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1.gbff,cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko.gbff,cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB.gbff
4809_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4817_SRPBCC_family_protei...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4818_aroF.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4822_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4824_aroH.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4825_ParA_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,1
4826_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4828_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4829_response_regulator_t...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4830_HAMP_domain-containi...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4832_prepilin-type_N-term...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4836_cyclic_nucleotide-bi...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4837_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4839_FIST_C-terminal_doma...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4840_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4845_photosystem_II_react...faa,,,,,,,,,,,,,,0,1,1,0,0,1
4847_glgA.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4850_TIGR00341_family_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4851_cation_diffusion_fac...faa,,,,,,,,,,,,,,0,1,0,0,1,1
4852_anthranilate_synthas...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4853_msrP.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4854_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4855_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4857_TIGR01777_family_oxi...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4858_FAD-dependent_oxidor...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4859_DUF3365_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4860_rhodanese-like_domai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4861_cytochrome_b6-f_comp...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4863_DUF2202_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4864_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4865_cydB.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4866_cytochrome_ubiquinol...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4868_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4874_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4875_acyltransferase_doma...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4876_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4877_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,1
4878_ATP-binding_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4879_anti-sigma_factor_an...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4882_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4883_2--5-_RNA_ligase_fam...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4884_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4885_SH3_domain-containin...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4886_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4887_histidine_phosphatas...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4888_DJ-1-PfpI-YhbO_famil...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4889_aspartate-alanine_an...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4890_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4893_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,1
4895_DUF29_domain-contain...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4896_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4897_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4898_AAA-like_domain-cont...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4899_DUF4351_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4900_MFS_transporter.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4903_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4904_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4906_amylo-alpha-1-6-gluc...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4907_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4908_RNA-binding_transcri...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4910_YggT_family_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4911_glgX.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4912_transposase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4913_metalloregulator_Ars...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4914_MBL_fold_metallo-hyd...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4915_rhodanese-like_domai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4916_sulfite_exporter_Tau...faa,,,,,,,,,,,,,,0,1,0,0,1,1
4917_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4919_DNA_cytosine_methylt...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4920_SinI_family_restrict...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4923_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4924_winged_helix-turn-he...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4926_SMI1-KNR4_family_pro...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4928_alpha-glucosidase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4929_TIGR03790_family_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4930_phosphatidylethanola...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4933_TatD_family_hydrolas...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4935_family_10_glycosylhy...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4936_metallophosphoestera...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4937_alkaline_phosphatase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4938_phytase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4939_cyanophycinase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4940_gltS.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4941_protein-arginine_dei...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4942_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4943_EF-hand_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4945_ureidoglycolate_lyas...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4946_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4947_leuC.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4948_Ig-like_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4949_TIGR03943_family_pro...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4950_permease.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4951_2Fe-2S_iron-sulfur_c...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4952_xanthine_dehydrogena...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4953_xanthine_dehydrogena...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4954_GGDEF_domain-contain...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4955_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4956_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4957_CIA30_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4961_phoU.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4962_PAS_domain-containin...faa,,,,,,,,,,,,,,0,1,1,0,1,0
4963_glycerophosphoryl_di...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4965_microcompartments_pr...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4968_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4969_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,1
4970_alpha-beta_fold_hydr...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4971_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4972_HdeD_family_acid-res...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4973_PBP1A_family_penicil...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4974_DUF2062_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,1,1
4975_methylenetetrahydrof...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4977_ATP-binding_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,1
4978_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4979_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4980_type_II_secretion_sy...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4981_prepilin-type_N-term...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4982_hydroxylase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4983_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4984_DUF3616_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4985_DUF3747_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4986_SGNH-GDSL_hydrolase_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4987_DUF4089_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4988_Asp-tRNA-Asn--Glu-tR...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4989_methyltransferase_do...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4990_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4991_TylF-MycF_family_met...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4992_isoaspartyl_peptidas...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4993_DUF2256_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4994_metalloregulator_Ars...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4995_response_regulator.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4996_PAS_domain_S-box_pro...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4997_response_regulator.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4998_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4999_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5003_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5004_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5005_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5006_tatA.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5008_PAP-fibrillin_family...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5009_allophycocyanin_subu...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5011_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,1
5012_AAA-like_domain-cont...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5015_GGDEF_domain-contain...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5016_DUF839_domain-contai...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5019_WD40_repeat_domain-c...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5020_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5023_RNA_polymerase_sigma...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5024_zinc-dependent_alcoh...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5025_SDR_family_NAD-P--de...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5026_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5027_hpsP.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5030_cytosine_deaminase.faa,,,,,,,,,,,,,,0,1,1,0,0,1
5033_mutY.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5034_cation-proton_antipo...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5035_ion_channel.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5036_DUF421_domain-contai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5037_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5038_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5039_LD-carboxypeptidase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5041_ABA4-like_family_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5042_NfeD_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5043_SPFH-Band_7-PHB_doma...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5046_serine-threonine_pro...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5047_serine-threonine_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5048_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,1
5049_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5050_leuB.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5051_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5052_dihydroorotase.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5054_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5059_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5062_thioredoxin_family_p...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5064_psb27.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5067_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5070_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5071_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5072_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5073_ABC_transporter_perm...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5074_Gldg_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5075_DUF4340_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5076_caspase_family_prote...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5077_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5079_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5080_type_II_secretion_sy...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5081_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5083_DUF2997_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5084_DUF1257_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5085_ferredoxin.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5086_RluA_family_pseudour...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5089_DUF3119_family_prote...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5091_cation_diffusion_fac...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5092_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5096_glutamyl-tRNA_amidot...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5097_def.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5098_dnaA.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5099_Fe2+-dependent_dioxy...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5100_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5101_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5102_TM0106_family_RecB-l...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5104_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5105_prmC.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5106_mechanosensitive_ion...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5107_cbiM.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5108_PDGLE_domain-contain...faa,,,,,,,,,,,,,,0,1,1,0,0,1
5109_cbiQ.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5110_lipoate--protein_lig...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5111_moaC.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5112_grxC.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5113_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5114_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5115_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5116_bifunctional_pantoat...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5117_septal_ring_lytic_tr...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5118_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5119_tocopherol_cyclase_f...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5120_NAD-P--dependent_oxi...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5122_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5123_peptidoglycan_DD-met...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5124_DUF1997_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5125_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5126_aldo-keto_reductase.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5129_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5130_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5135_universal_stress_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5136_MoaD-ThiS_family_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5137_FAD-binding_oxidored...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5138_-Fe-S--binding_prote...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5139_sulfotransferase_fam...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5141_PH_domain-containing...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5142_histone_deacetylase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5144_response_regulator.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5145_diguanylate_cyclase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5146_nadA.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5147_anthranilate_phospho...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5149_YdcF_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5150_DUF4912_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,1
5151_hybrid_sensor_histid...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5152_PAS_domain_S-box_pro...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5153_peptidylprolyl_isome...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5155_DUF3124_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5156_aspartate_aminotrans...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5157_cytochrome_P450.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5158_MEKHLA_domain-contai...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5159_phosphodiester_glyco...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5160_LysR_family_transcri...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5161_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5162_rhomboid_family_intr...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5164_DUF2854_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5166_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5167_glycoside_hydrolase_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5168_WecB-TagA-CpsF_famil...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5170_zf-TFIIB_domain-cont...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5172_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,0,1
5173_glycosyltransferase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5174_CHASE2_domain-contai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5176_BRCT_domain_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5179_Gfo-Idh-MocA_family_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5180_aminotransferase_cla...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5182_LysR_family_transcri...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5185_DUF2141_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5188_acyl-CoA_desaturase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5189_acyl_carrier_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5190_acyltransferase_doma...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5191_methyltransferase_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5192_NAD-P--FAD-dependent...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5196_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5198_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5199_P-loop_NTPase_fold_p...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5201_ISL3_family_transpos...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5202_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5203_phycobiliprotein_lya...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5204_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5205_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5206_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5207_NAD-dependent_epimer...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5208_cas12k.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5209_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5210_MerR_family_transcri...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5211_DNA_methylase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5212_DUF87_domain-contain...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5215_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5216_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5217_DUF488_domain-contai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5218_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5219_TniQ_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5220_TniB_family_NTP-bind...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5221_Mu_transposase_C-ter...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5222_globin_domain-contai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5223_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5224_AraC_family_transcri...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5225_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5226_Crp-Fnr_family_trans...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5227_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5230_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5231_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5233_DUF3598_family_prote...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5234_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5235_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5236_DUF937_domain-contai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5237_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5238_purB.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5239_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5240_fatty_acid_desaturas...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5241_VTT_domain-containin...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5242_carbon_dioxide-conce...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5243_ppc.faa,,,,,,,,,,,,,,0,1,1,0,1,1
5244_AI-2E_family_transpo...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5246_cytochrome_P450.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5247_cysA.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5248_cysW.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5249_cysT.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5250_NIL_domain-containin...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5251_sulfate_ABC_transpor...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5252_DUF202_domain-contai...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5253_Crp-Fnr_family_trans...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5255_phosphate-starvation...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5257_NAD-P--FAD-dependent...faa,,,,,,,,,,,,,,0,1,1,0,1,1
5258_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5260_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5261_efflux_RND_transport...faa,,,,,,,,,,,,,,0,1,1,0,0,0
5262_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5263_MFS_transporter.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5264_DUF202_domain-contai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5265_DUF202_domain-contai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
5269_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5270_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
5271_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5272_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5274_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
5275_iron_uptake_porin.faa,,,,,,,,,,,,,,0,1,0,0,0,0
